1,697036.63,0.00
2,696422.19,0.00
3,699187,0.00
4,697651,0.00
5,698879.81,0.00
6,698265.38,0.00
7,698265.38,0.00
8,693964.63,0.00
9,699801.38,0.00
10,698879.81,0.00
11,697958.19,0.00
12,700108.63,0.00
13,695500.63,0.00
14,697958.19,0.00
15,697036.63,0.00
16,697958.19,0.00
17,697343.81,0.00
18,699494.19,0.00
19,699494.19,0.00
20,697958.19,0.00
21,696115,0.00
22,697958.19,0.00
23,697343.81,0.00
24,698879.81,0.00
25,698265.38,0.00
26,698572.63,0.00
27,695500.63,0.00
28,696729.38,0.00
29,698879.81,0.00
30,698265.38,0.00
31,697036.63,0.00
32,697651,0.00
33,697651,0.00
34,695193.38,0.00
35,697036.63,0.00
36,696422.19,0.00
37,696729.38,0.00
38,698879.81,0.00
39,697651,0.00
40,697958.19,0.00
41,696729.38,0.00
42,695500.63,0.00
43,696422.19,0.00
44,697343.81,0.00
45,699187,0.00
46,696729.38,0.00
47,696729.38,0.00
48,694579,0.00
49,696729.38,0.00
50,696115,0.00
51,694886.19,0.00
52,697036.63,0.00
53,697343.81,0.00
54,695807.81,0.00
55,696422.19,0.00
56,696422.19,0.00
57,696115,0.00
58,693350.19,0.00
59,697036.63,0.00
60,696729.38,0.00
61,696729.38,0.00
62,695500.63,0.00
63,696422.19,0.00
64,695500.63,0.00
65,697036.63,0.00
66,696729.38,0.00
67,695500.63,0.00
68,695193.38,0.00
69,695500.63,0.00
70,695807.81,0.00
71,694271.81,0.00
72,695193.38,0.00
73,694579,0.00
74,696115,0.00
75,695807.81,0.00
76,695500.63,0.00
77,695807.81,0.00
78,696422.19,0.00
79,695500.63,0.00
80,696115,0.00
81,696422.19,0.00
82,694886.19,0.00
83,697651,0.00
84,696729.38,0.00
85,693964.63,0.00
86,696422.19,0.00
87,697343.81,0.00
88,698879.81,0.00
89,695807.81,0.00
90,694579,0.00
91,696729.38,0.00
92,695193.38,0.00
93,698265.38,0.00
94,696729.38,0.00
95,696729.38,0.00
96,696422.19,0.00
97,696729.38,0.00
98,695807.81,0.00
99,694271.81,0.00
100,696729.38,0.00
101,694886.19,0.00
102,697343.81,0.00
103,695500.63,0.00
104,695807.81,0.00
105,694271.81,0.00
106,694579,0.00
107,697036.63,0.00
108,695807.81,0.00
109,697036.63,0.00
110,695500.63,0.00
111,696422.19,0.00
112,695807.81,0.00
113,696115,0.00
114,695807.81,0.00
115,696729.38,0.00
116,697036.63,0.00
117,698265.38,0.00
118,695500.63,0.00
119,695807.81,0.00
120,695193.38,0.00
121,696729.38,0.00
122,693657.38,0.00
123,696422.19,0.00
124,696422.19,0.00
125,696115,0.00
126,695807.81,0.00
127,694886.19,0.00
128,696422.19,0.00
129,695807.81,0.00
130,697036.63,0.00
131,696729.38,0.00
132,697036.63,0.00
133,695807.81,0.00
134,695500.63,0.00
135,696115,0.00
136,696729.38,0.00
137,696729.38,0.00
138,694886.19,0.00
139,696729.38,0.00
140,696115,0.00
141,696729.38,0.00
142,695807.81,0.00
143,695500.63,0.00
144,696422.19,0.00
145,694579,0.00
146,695500.63,0.00
147,695807.81,0.00
148,694271.81,0.00
149,698265.38,0.00
150,693043,0.00
151,696729.38,0.00
152,695500.63,0.00
153,695500.63,0.00
154,697036.63,0.00
155,696729.38,0.00
156,694886.19,0.00
157,696729.38,0.00
158,695500.63,0.00
159,694579,0.00
160,696729.38,0.00
161,696422.19,0.00
162,695807.81,0.00
163,695807.81,0.00
164,694886.19,0.00
165,696422.19,0.00
166,695193.38,0.00
167,695500.63,0.00
168,696729.38,0.00
169,697036.63,0.00
170,696115,0.00
171,696115,0.00
172,696422.19,0.00
173,695807.81,0.00
174,696729.38,0.00
175,695193.38,0.00
176,695500.63,0.00
177,695500.63,0.00
178,693657.38,0.00
179,697036.63,0.00
180,696729.38,0.00
181,695807.81,0.00
182,696115,0.00
183,695193.38,0.00
184,696115,0.00
185,696115,0.00
186,697651,0.00
187,695500.63,0.00
188,695807.81,0.00
189,696729.38,0.00
190,696422.19,0.00
191,694579,0.00
192,697343.81,0.00
193,695193.38,0.00
194,694271.81,0.00
195,695193.38,0.00
196,697651,0.00
197,694886.19,0.00
198,697343.81,0.00
199,695500.63,0.00
200,695193.38,0.00
201,696115,0.00
202,696115,0.00
203,697343.81,0.00
204,695500.63,0.00
205,695193.38,0.00
206,696115,0.00
207,697343.81,0.00
208,696422.19,0.00
209,695500.63,0.00
210,696422.19,0.00
211,698572.63,0.00
212,695807.81,0.00
213,694886.19,0.00
214,695807.81,0.00
215,696729.38,0.00
216,696115,0.00
217,695193.38,0.00
218,694579,0.00
219,694579,0.00
220,694886.19,0.00
221,696729.38,0.00
222,695807.81,0.00
223,696422.19,0.00
224,696115,0.00
225,697958.19,0.00
226,696729.38,0.00
227,695807.81,0.00
228,694886.19,0.00
229,696115,0.00
230,696729.38,0.00
231,696729.38,0.00
232,697343.81,0.00
233,695807.81,0.00
234,696729.38,0.00
235,697958.19,0.00
236,696422.19,0.00
237,696422.19,0.00
238,697343.81,0.00
239,697036.63,0.00
240,696422.19,0.00
241,697343.81,0.00
242,694886.19,0.00
243,695807.81,0.00
244,697036.63,0.00
245,695500.63,0.00
246,697036.63,0.00
247,696422.19,0.00
248,695807.81,0.00
249,697343.81,0.00
250,696115,0.00
251,693964.63,0.00
252,697651,0.00
253,695807.81,0.00
254,694579,0.00
255,695807.81,0.00
256,694886.19,0.00
257,695500.63,0.00
258,696115,0.00
259,696115,0.00
260,697651,0.00
261,697036.63,0.00
262,694886.19,0.00
263,697343.81,0.00
264,694579,0.00
265,695807.81,0.00
266,691507,0.00
267,694886.19,0.00
268,696422.19,0.00
269,695807.81,0.00
270,696115,0.00
271,696729.38,0.00
272,696729.38,0.00
273,697343.81,0.00
274,695807.81,0.00
275,696115,0.00
276,694886.19,0.00
277,696729.38,0.00
278,695500.63,0.00
279,696115,0.00
280,697036.63,0.00
281,695193.38,0.00
282,695500.63,0.00
283,695807.81,0.00
284,695807.81,0.00
285,695193.38,0.00
286,696422.19,0.00
287,696115,0.00
288,697036.63,0.00
289,696115,0.00
290,697651,0.00
291,696115,0.00
292,695807.81,0.00
293,697036.63,0.00
294,696422.19,0.00
295,697036.63,0.00
296,697036.63,0.00
297,695807.81,0.00
298,697343.81,0.00
299,697343.81,0.00
300,696422.19,0.00
301,696729.38,0.00
302,694886.19,0.00
303,695193.38,0.00
304,696422.19,0.00
305,696115,0.00
306,696115,0.00
307,696115,0.00
308,696422.19,0.00
309,697343.81,0.00
310,696729.38,0.00
311,695500.63,0.00
312,697343.81,0.00
313,695193.38,0.00
314,697036.63,0.00
315,697651,0.00
316,697343.81,0.00
317,698265.38,0.00
318,696115,0.00
319,697036.63,0.00
320,696422.19,0.00
321,696115,0.00
322,694886.19,0.00
323,696729.38,0.00
324,695500.63,0.00
325,697343.81,0.00
326,696422.19,0.00
327,698572.63,0.00
328,694579,0.00
329,695807.81,0.00
330,697343.81,0.00
331,696422.19,0.00
332,696729.38,0.00
333,697343.81,0.00
334,696422.19,0.00
335,697343.81,0.00
336,697343.81,0.00
337,697036.63,0.00
338,693964.63,0.00
339,698572.63,0.00
340,696422.19,0.00
341,696115,0.00
342,698265.38,0.00
343,697036.63,0.00
344,697651,0.00
345,693964.63,0.00
346,696729.38,0.00
347,696422.19,0.00
348,695500.63,0.00
349,697036.63,0.00
350,696115,0.00
351,696115,0.00
352,697958.19,0.00
353,695807.81,0.00
354,696422.19,0.00
355,696115,0.00
356,696729.38,0.00
357,697036.63,0.00
358,697036.63,0.00
359,694579,0.00
360,691507,0.00
361,696115,0.00
362,696115,0.00
363,697036.63,0.00
364,697343.81,0.00
365,696115,0.00
366,697958.19,0.00
367,695500.63,0.00
368,694886.19,0.00
369,696729.38,0.00
370,695807.81,0.00
371,694886.19,0.00
372,697651,0.00
373,696115,0.00
374,696422.19,0.00
375,694271.81,0.00
376,697036.63,0.00
377,697036.63,0.00
378,696422.19,0.00
379,695807.81,0.00
380,696729.38,0.00
381,696115,0.00
382,696115,0.00
383,696729.38,0.00
384,694271.81,0.00
385,696115,0.00
386,696115,0.00
387,695500.63,0.00
388,697651,0.00
389,693657.38,0.00
390,695807.81,0.00
391,696422.19,0.00
392,697958.19,0.00
393,694271.81,0.00
394,696729.38,0.00
395,694886.19,0.00
396,697343.81,0.00
397,691199.81,0.00
398,697651,0.00
399,696729.38,0.00
400,698265.38,0.00
401,696422.19,0.00
402,697036.63,0.00
403,696729.38,0.00
404,697651,0.00
405,696115,0.00
406,696115,0.00
407,697036.63,0.00
408,697036.63,0.00
409,697651,0.00
410,697036.63,0.00
411,695500.63,0.00
412,697958.19,0.00
413,688127.81,0.01
414,695807.81,0.00
415,697343.81,0.00
416,694886.19,0.00
417,696422.19,0.00
418,696729.38,0.00
419,697036.63,0.00
420,696729.38,0.00
421,696422.19,0.00
422,697343.81,0.00
423,696729.38,0.00
424,698265.38,0.00
425,693964.63,0.00
426,689663.81,0.00
427,697036.63,0.00
428,697651,0.00
429,695500.63,0.00
430,696729.38,0.00
431,696115,0.00
432,695500.63,0.00
433,696422.19,0.00
434,695193.38,0.00
435,697036.63,0.00
436,693964.63,0.00
437,697343.81,0.00
438,697343.81,0.00
439,694579,0.00
440,696729.38,0.00
441,697036.63,0.00
442,695500.63,0.00
443,696729.38,0.00
444,697651,0.00
445,697651,0.00
446,695193.38,0.00
447,697958.19,0.00
448,697036.63,0.00
449,691507,0.00
450,696729.38,0.00
451,696729.38,0.00
452,696422.19,0.00
453,695500.63,0.00
454,694271.81,0.00
455,696729.38,0.00
456,696115,0.00
457,694886.19,0.00
458,697343.81,0.00
459,696422.19,0.00
460,697651,0.00
461,694271.81,0.00
462,694271.81,0.00
463,697343.81,0.00
464,696422.19,0.00
465,694271.81,0.00
466,697036.63,0.00
467,694271.81,0.00
468,697651,0.00
469,697343.81,0.00
470,696115,0.00
471,697036.63,0.00
472,696729.38,0.00
473,697036.63,0.00
474,697343.81,0.00
475,696729.38,0.00
476,697958.19,0.00
477,696422.19,0.00
478,694886.19,0.00
479,697036.63,0.00
480,693350.19,0.00
481,695193.38,0.00
482,697343.81,0.00
483,696729.38,0.00
484,696422.19,0.00
485,697958.19,0.00
486,689971,0.00
487,697036.63,0.00
488,694886.19,0.00
489,696422.19,0.00
490,697651,0.00
491,696422.19,0.00
